Nit;Pho;Dox;Ppn;Sst;Chl;Sal
121.38;3.15;259.15;19.57;13.97;8.78;15.35
116.82;3.12;258.29;18.27;13.97;8.47;15.36
110.56;3.06;257.77;16.90;13.96;8.36;15.39
102.62;2.93;257.60;16.19;13.95;8.68;15.44
93.20;2.75;257.66;16.12;13.94;9.46;15.50
82.94;2.52;257.77;16.40;13.93;10.34;15.58
72.88;2.26;257.75;16.45;13.93;11.04;15.66
63.78;2.02;257.54;15.94;13.93;11.51;15.74
55.81;1.82;257.43;15.75;13.94;11.94;15.83
48.75;1.65;257.36;15.67;13.95;12.38;15.90
42.94;1.53;257.34;15.71;13.97;12.77;15.96
38.74;1.46;257.25;15.99;13.99;13.02;16.01
36.09;1.43;257.25;16.29;14.02;13.35;16.05
35.06;1.44;257.23;16.61;14.05;13.69;16.09
35.55;1.49;257.23;16.77;14.08;13.84;16.12
36.24;1.55;257.03;16.73;14.10;13.70;16.15
36.21;1.59;256.93;16.60;14.12;13.58;16.18
35.74;1.60;256.70;16.35;14.13;13.34;16.21
34.77;1.59;256.36;15.96;14.16;12.87;16.24
33.33;1.56;255.96;15.71;14.18;12.45;16.26
31.40;1.51;255.73;15.45;14.21;12.10;16.29
28.91;1.48;255.69;15.69;14.25;11.86;16.31
26.16;1.46;255.77;16.57;14.29;11.87;16.33
23.21;1.50;255.89;17.05;14.33;11.98;16.35
20.45;1.59;255.80;17.67;14.36;12.20;16.37
18.45;1.71;255.77;18.05;14.38;12.28;16.39
17.47;1.82;255.83;18.41;14.41;12.38;16.42
17.63;1.87;255.96;19.20;14.43;12.64;16.44
18.83;1.88;256.08;20.12;14.44;12.95;16.46
20.64;1.85;255.95;20.56;14.45;13.20;16.47
22.98;1.83;255.68;20.07;14.45;13.08;16.47
25.80;1.84;254.93;18.60;14.45;12.38;16.49
28.53;1.86;254.38;17.25;14.45;11.68;16.51
30.93;1.88;253.81;16.24;14.45;11.09;16.53
32.62;1.90;253.48;15.59;14.45;10.64;16.55
33.50;1.91;253.17;15.60;14.45;10.46;16.57
34.11;1.93;253.01;15.71;14.45;10.44;16.59
35.20;2.01;252.87;16.08;14.46;10.30;16.60
36.74;2.14;252.79;16.79;14.45;10.18;16.60
37.55;2.27;252.75;17.15;14.45;10.25;16.60
36.73;2.36;252.65;17.72;14.44;10.38;16.60
34.46;2.42;252.50;18.04;14.43;10.51;16.60
31.42;2.46;252.34;18.09;14.42;10.49;16.60
28.18;2.49;252.16;18.35;14.40;10.37;16.60
25.27;2.50;251.96;18.50;14.40;10.27;16.60
22.98;2.49;251.77;18.72;14.40;10.23;16.60
21.50;2.49;251.72;19.11;14.39;10.30;16.60
20.52;2.51;251.68;19.73;14.38;10.49;16.60
19.62;2.56;251.73;20.29;14.36;10.66;16.60
18.73;2.62;251.76;20.78;14.33;10.81;16.60
17.72;2.68;251.83;21.26;14.30;11.02;16.58
16.33;2.76;251.58;21.92;14.26;11.07;16.56
14.65;2.85;251.63;22.20;14.21;11.20;16.54
13.19;2.96;251.46;22.42;14.17;11.22;16.52
12.19;3.08;251.48;22.75;14.14;11.25;16.49
11.88;3.23;251.14;22.23;14.11;11.12;16.46
12.52;3.43;251.08;22.44;14.07;10.98;16.42
13.74;3.64;250.91;22.60;14.00;10.88;16.38
14.79;3.80;250.69;22.51;13.89;10.98;16.33
15.18;3.88;250.71;22.52;13.81;11.54;16.30
126.43;2.89;259.87;20.69;13.97;9.09;15.34
124.53;2.90;259.99;20.99;13.98;9.23;15.25
122.63;2.91;259.86;21.03;14.00;9.32;15.19
120.13;2.89;259.88;20.68;14.02;9.21;15.15
116.77;2.87;259.16;19.44;14.02;9.00;15.14
112.46;2.85;258.69;18.20;14.03;8.81;15.17
106.70;2.81;258.25;17.13;14.03;8.82;15.23
99.08;2.71;258.11;16.52;14.02;9.20;15.31
89.66;2.55;258.08;16.42;14.01;9.83;15.40
79.13;2.33;257.98;16.18;14.00;10.40;15.50
68.63;2.09;257.73;15.79;14.00;10.81;15.60
59.37;1.87;257.75;15.59;14.00;11.31;15.69
51.14;1.67;257.73;15.55;14.00;11.86;15.78
44.00;1.52;257.72;15.55;14.01;12.16;15.87
37.96;1.43;257.61;15.60;14.03;12.31;15.93
33.41;1.37;257.57;15.97;14.05;12.58;15.99
30.24;1.34;257.56;16.66;14.07;12.93;16.03
28.51;1.35;257.65;17.29;14.10;13.39;16.08
28.32;1.37;257.67;17.73;14.13;13.83;16.12
29.07;1.41;257.69;17.96;14.15;14.13;16.16
29.76;1.45;257.63;17.88;14.17;14.36;16.21
30.46;1.48;257.45;17.78;14.20;14.27;16.26
30.72;1.49;257.11;17.49;14.22;13.98;16.30
30.39;1.49;256.76;17.15;14.25;13.61;16.33
29.35;1.47;256.52;17.00;14.28;13.22;16.36
27.48;1.46;256.38;17.22;14.32;12.88;16.39
25.00;1.48;256.42;17.81;14.35;12.63;16.41
22.13;1.56;256.22;18.12;14.39;12.33;16.45
19.18;1.71;256.09;18.26;14.41;12.24;16.48
16.79;1.89;255.84;17.99;14.44;12.06;16.51
15.38;2.05;255.72;17.71;14.47;11.83;16.55
15.22;2.16;255.65;17.45;14.48;11.58;16.57
16.01;2.16;255.62;17.98;14.49;11.63;16.58
17.62;2.11;255.77;19.04;14.49;11.84;16.58
19.69;2.05;255.68;19.93;14.49;12.14;16.59
22.27;2.01;255.50;19.80;14.49;12.18;16.60
25.54;2.00;254.84;18.12;14.49;11.77;16.62
28.95;1.99;254.32;16.79;14.49;11.30;16.64
31.80;1.97;253.91;15.98;14.50;11.06;16.66
33.37;1.96;253.56;15.60;14.51;10.89;16.68
33.82;1.95;253.33;15.62;14.53;10.89;16.69
34.01;1.97;253.14;15.68;14.54;10.79;16.70
34.62;2.05;252.91;15.87;14.54;10.49;16.70
35.17;2.18;252.77;16.22;14.53;10.21;16.70
34.76;2.28;252.57;16.63;14.52;10.11;16.70
32.82;2.35;252.43;16.94;14.51;10.13;16.70
29.98;2.40;252.22;17.12;14.50;10.08;16.70
26.98;2.43;252.04;17.26;14.49;9.95;16.71
24.37;2.45;251.84;17.54;14.49;9.86;16.72
22.38;2.45;251.73;17.93;14.49;9.92;16.72
21.01;2.46;251.69;18.63;14.49;10.11;16.72
20.08;2.49;251.80;19.71;14.48;10.48;16.71
19.16;2.55;251.93;20.48;14.47;10.79;16.70
18.12;2.60;252.15;21.38;14.45;11.14;16.68
16.90;2.66;252.09;21.78;14.42;11.29;16.66
15.17;2.71;252.19;22.11;14.37;11.55;16.64
13.47;2.79;252.02;22.56;14.32;11.72;16.60
12.23;2.88;252.22;23.20;14.27;12.07;16.56
11.82;3.04;251.92;23.56;14.21;12.06;16.51
12.07;3.25;251.93;23.64;14.13;11.85;16.46
12.98;3.49;251.22;23.47;14.04;11.50;16.42
13.62;3.66;250.97;23.30;13.88;11.55;16.37
127.25;2.67;260.20;19.40;14.00;8.76;15.35
125.13;2.67;259.87;19.06;14.00;8.61;15.21
122.75;2.66;259.97;18.68;14.01;8.66;15.09
120.27;2.64;259.86;18.82;14.03;8.93;14.99
117.91;2.62;259.93;19.05;14.05;9.22;14.94
115.30;2.61;259.66;19.02;14.06;9.36;14.92
112.09;2.60;259.48;18.72;14.07;9.40;14.94
107.89;2.60;259.05;18.10;14.07;9.37;14.99
102.26;2.58;258.79;17.42;14.08;9.44;15.08
94.74;2.50;258.63;16.84;14.07;9.71;15.19
85.37;2.36;258.45;16.24;14.07;10.03;15.31
74.88;2.17;258.09;15.74;14.06;10.27;15.42
64.80;1.96;257.95;15.21;14.06;10.58;15.54
56.00;1.76;258.02;15.11;14.05;11.17;15.64
48.47;1.60;258.06;15.22;14.06;11.59;15.74
41.84;1.47;257.96;14.98;14.07;11.83;15.83
36.33;1.39;257.92;15.24;14.09;12.04;15.90
31.95;1.35;257.93;15.80;14.11;12.29;15.96
28.65;1.33;257.94;16.57;14.13;12.65;16.02
26.61;1.34;258.05;17.40;14.15;13.10;16.07
25.57;1.36;258.07;17.92;14.18;13.54;16.13
25.35;1.38;258.08;18.33;14.21;13.97;16.19
25.66;1.41;258.08;18.65;14.23;14.32;16.25
26.16;1.43;258.07;18.90;14.26;14.58;16.31
26.64;1.45;257.97;19.00;14.28;14.73;16.36
26.85;1.45;257.80;18.92;14.31;14.63;16.40
26.58;1.45;257.52;18.81;14.35;14.42;16.44
25.58;1.47;257.30;18.94;14.39;14.01;16.47
23.80;1.53;256.99;18.98;14.42;13.49;16.51
21.34;1.64;256.77;18.91;14.44;12.94;16.55
18.46;1.81;256.52;18.82;14.47;12.54;16.59
15.81;2.02;256.25;17.89;14.49;12.17;16.63
14.10;2.22;256.09;17.09;14.52;11.72;16.65
13.71;2.37;255.73;16.02;14.53;11.10;16.66
14.42;2.45;255.46;15.36;14.53;10.44;16.67
15.72;2.42;255.30;15.88;14.53;10.30;16.67
17.61;2.32;255.44;17.06;14.53;10.49;16.68
19.93;2.23;255.42;18.13;14.53;10.87;16.69
22.90;2.16;255.16;18.20;14.53;11.10;16.71
26.51;2.13;254.56;16.91;14.54;10.82;16.73
29.90;2.09;254.13;16.09;14.55;10.82;16.75
32.19;2.04;253.83;15.71;14.57;11.01;16.77
33.19;1.99;253.60;15.63;14.59;11.22;16.79
33.17;1.98;253.43;15.86;14.60;11.26;16.80
33.01;2.01;253.19;15.84;14.60;10.99;16.80
32.97;2.10;252.94;15.85;14.60;10.53;16.80
32.51;2.21;252.65;15.94;14.59;10.15;16.80
30.97;2.29;252.36;15.77;14.58;9.93;16.80
28.53;2.33;252.20;16.02;14.57;9.86;16.81
25.94;2.37;252.02;16.23;14.57;9.83;16.82
23.62;2.39;251.86;16.38;14.57;9.80;16.82
21.66;2.41;251.75;16.92;14.58;9.88;16.82
20.17;2.44;251.76;17.80;14.58;10.17;16.82
19.13;2.49;251.91;19.14;14.57;10.57;16.81
18.32;2.54;252.25;20.87;14.56;11.16;16.79
17.26;2.59;252.77;22.38;14.54;11.65;16.76
15.59;2.64;252.84;23.06;14.50;12.03;16.72
13.86;2.71;252.74;23.34;14.46;12.31;16.68
12.67;2.78;252.92;23.98;14.39;12.78;16.63
12.11;2.93;252.76;24.71;14.30;12.94;16.56
12.26;3.14;252.61;24.71;14.16;12.76;16.49
12.76;3.38;251.83;24.06;14.01;12.19;16.43
12.94;3.54;251.77;23.57;13.88;12.18;16.39
128.95;2.50;260.65;18.93;14.01;8.79;15.58
126.95;2.50;260.48;18.47;14.02;8.43;15.35
124.55;2.48;260.07;17.39;14.02;8.18;15.14
121.84;2.45;259.95;16.66;14.03;8.28;14.95
118.89;2.42;259.76;16.71;14.04;8.70;14.80
116.00;2.39;259.82;17.18;14.06;9.23;14.72
113.21;2.37;259.81;17.81;14.08;9.59;14.69
110.35;2.37;259.85;18.18;14.10;9.83;14.70
106.99;2.38;259.65;18.39;14.11;9.93;14.76
102.73;2.39;259.49;18.18;14.12;9.92;14.86
97.13;2.38;259.20;17.35;14.12;9.92;14.97
89.76;2.31;259.00;16.67;14.12;10.00;15.10
80.94;2.20;258.67;15.82;14.11;10.05;15.23
71.52;2.05;258.32;14.95;14.11;10.13;15.36
62.62;1.88;258.19;14.65;14.11;10.47;15.48
54.94;1.72;258.31;14.71;14.11;11.06;15.61
48.36;1.58;258.32;14.94;14.12;11.45;15.71
42.58;1.48;258.32;15.20;14.14;11.80;15.80
37.61;1.40;258.36;15.61;14.16;12.09;15.87
33.38;1.36;258.26;16.27;14.17;12.41;15.94
30.02;1.35;258.35;17.10;14.19;12.86;16.00
27.46;1.36;258.42;17.90;14.21;13.37;16.07
25.88;1.39;258.50;18.69;14.23;13.78;16.15
25.26;1.42;258.45;19.02;14.26;13.97;16.23
25.17;1.47;258.43;19.23;14.29;14.03;16.31
25.29;1.50;258.26;19.33;14.32;14.01;16.38
25.38;1.52;258.26;19.05;14.35;14.09;16.43
25.39;1.53;258.03;19.04;14.38;14.13;16.48
25.15;1.54;257.89;18.99;14.42;14.17;16.53
24.49;1.57;257.60;18.88;14.45;13.97;16.58
23.14;1.64;257.34;18.91;14.48;13.57;16.62
20.92;1.76;257.09;18.62;14.51;12.99;16.66
18.12;1.93;256.86;18.52;14.53;12.46;16.70
15.36;2.14;256.64;17.96;14.55;11.93;16.72
13.44;2.36;256.30;16.93;14.57;11.34;16.74
12.87;2.56;255.89;15.32;14.58;10.42;16.75
13.40;2.69;255.36;13.95;14.58;9.43;16.76
14.51;2.71;255.18;13.58;14.58;8.97;16.77
16.32;2.62;255.12;14.47;14.58;8.95;16.78
18.76;2.49;255.05;15.71;14.58;9.18;16.79
21.36;2.36;255.15;16.99;14.59;9.68;16.81
24.33;2.29;254.72;16.77;14.60;9.94;16.83
27.61;2.23;254.25;15.59;14.62;10.06;16.85
30.21;2.15;254.02;15.46;14.63;10.61;16.86
31.64;2.07;253.86;15.61;14.65;11.30;16.87
31.96;2.02;253.70;15.68;14.65;11.60;16.89
31.52;2.01;253.43;15.76;14.65;11.45;16.90
31.01;2.05;253.13;15.64;14.65;10.99;16.91
30.23;2.13;252.82;15.55;14.65;10.49;16.91
28.97;2.20;252.51;15.57;14.64;10.13;16.91
27.01;2.25;252.26;15.77;14.64;9.96;16.91
24.81;2.29;252.14;16.11;14.64;10.01;16.91
22.79;2.33;252.05;16.58;14.65;10.05;16.90
20.81;2.38;252.03;17.32;14.65;10.19;16.90
19.24;2.43;252.08;18.57;14.65;10.44;16.90
18.27;2.49;252.21;20.03;14.65;10.90;16.88
17.56;2.54;252.78;21.92;14.63;11.55;16.86
16.12;2.60;253.34;23.87;14.61;12.34;16.81
14.10;2.67;253.55;24.05;14.57;12.92;16.75
12.85;2.78;253.47;24.75;14.50;13.45;16.69
12.33;2.92;253.33;25.03;14.41;13.61;16.62
12.28;3.11;252.85;24.72;14.26;13.34;16.53
12.09;3.27;252.65;24.54;14.07;13.15;16.45
128.32;2.31;260.77;18.98;13.99;8.65;15.67
126.56;2.35;260.48;18.13;14.02;8.30;15.42
124.39;2.34;259.99;16.65;14.04;7.96;15.14
121.75;2.31;259.86;15.74;14.05;8.06;14.87
118.54;2.27;259.94;15.23;14.07;8.54;14.66
115.08;2.24;260.04;15.63;14.07;9.20;14.53
111.84;2.21;260.09;16.17;14.08;9.75;14.48
108.74;2.19;260.02;16.68;14.10;10.10;14.48
105.49;2.19;259.95;17.34;14.12;10.27;14.54
101.90;2.20;259.89;17.63;14.14;10.31;14.64
97.46;2.21;259.68;17.51;14.15;10.20;14.77
91.93;2.21;259.47;17.06;14.16;10.12;14.91
85.09;2.16;259.23;16.44;14.16;10.08;15.05
77.38;2.08;258.95;15.69;14.15;10.08;15.18
69.53;1.97;258.59;14.97;14.16;10.17;15.32
62.01;1.83;258.53;14.69;14.17;10.53;15.45
55.63;1.70;258.56;15.03;14.18;11.15;15.58
50.15;1.59;258.68;15.43;14.19;11.67;15.68
45.26;1.50;258.72;15.86;14.20;12.14;15.77
40.50;1.43;258.72;16.33;14.22;12.52;15.85
36.04;1.40;258.78;16.75;14.24;12.94;15.93
32.15;1.40;258.78;17.58;14.25;13.49;16.01
29.00;1.41;259.00;18.45;14.27;14.12;16.10
26.86;1.46;258.89;18.95;14.29;14.28;16.19
25.66;1.54;258.72;19.01;14.31;13.89;16.29
24.98;1.64;258.45;18.62;14.34;13.15;16.38
24.72;1.73;258.18;18.17;14.38;12.45;16.46
24.50;1.77;257.88;17.88;14.41;12.14;16.52
24.27;1.78;257.77;17.82;14.45;12.17;16.58
23.89;1.79;257.68;17.89;14.48;12.30;16.63
23.29;1.81;257.49;17.89;14.52;12.31;16.68
22.09;1.87;257.21;17.70;14.55;12.13;16.73
20.02;1.99;257.03;17.59;14.57;11.75;16.77
17.38;2.14;256.93;17.64;14.60;11.30;16.80
14.80;2.33;256.62;17.27;14.62;10.81;16.83
12.96;2.54;256.37;16.20;14.63;10.09;16.84
12.28;2.74;255.84;14.26;14.64;9.23;16.86
12.45;2.89;255.38;12.76;14.64;8.40;16.87
13.07;2.95;255.08;12.18;14.64;8.01;16.88
14.57;2.89;254.98;12.38;14.64;8.00;16.88
17.00;2.74;254.92;13.36;14.64;8.16;16.90
19.83;2.58;254.83;14.86;14.65;8.57;16.91
22.62;2.46;254.82;15.71;14.66;9.06;16.92
25.55;2.38;254.28;15.19;14.67;9.30;16.93
28.06;2.29;254.04;15.15;14.68;9.84;16.94
29.60;2.19;253.95;15.63;14.69;10.73;16.95
30.11;2.09;253.92;16.13;14.69;11.59;16.96
29.91;2.04;253.65;16.16;14.68;11.71;16.97
29.34;2.04;253.26;15.99;14.69;11.28;16.99
28.45;2.08;252.93;15.80;14.69;10.81;16.99
27.16;2.13;252.61;15.75;14.70;10.44;17.00
25.54;2.19;252.38;15.87;14.70;10.23;16.99
23.68;2.24;252.23;16.26;14.71;10.25;16.98
21.70;2.31;252.34;17.23;14.71;10.37;16.97
19.87;2.38;252.36;18.12;14.71;10.47;16.96
18.44;2.45;252.43;19.34;14.71;10.74;16.95
17.63;2.51;252.78;21.11;14.70;11.26;16.93
16.78;2.57;253.36;23.23;14.68;12.24;16.90
14.72;2.65;254.20;25.27;14.65;13.39;16.85
12.80;2.78;254.23;26.06;14.60;14.10;16.77
11.98;2.95;253.88;26.32;14.51;14.29;16.69
11.35;3.07;253.92;26.26;14.36;14.41;16.59
127.35;2.12;261.75;21.20;14.03;9.44;15.66
126.09;2.19;260.89;19.84;14.05;8.78;15.54
124.10;2.22;260.27;17.54;14.06;8.13;15.22
121.48;2.21;259.99;15.64;14.08;7.88;14.87
118.24;2.19;260.06;14.93;14.09;8.21;14.58
114.79;2.15;260.22;14.91;14.11;8.85;14.39
111.51;2.11;260.30;15.27;14.10;9.56;14.30
108.26;2.08;260.23;15.71;14.11;10.08;14.29
104.82;2.06;260.22;16.15;14.12;10.40;14.34
101.29;2.06;260.11;16.56;14.15;10.54;14.45
97.44;2.08;259.99;17.07;14.17;10.50;14.59
93.05;2.09;259.82;16.94;14.19;10.32;14.74
87.96;2.09;259.60;16.57;14.20;10.13;14.90
82.15;2.06;259.45;16.12;14.20;10.11;15.04
75.83;1.99;259.25;15.33;14.21;10.18;15.18
69.35;1.91;259.01;14.88;14.22;10.34;15.32
63.25;1.80;258.85;14.70;14.23;10.68;15.45
57.69;1.69;258.96;14.93;14.25;11.29;15.57
52.64;1.60;259.03;15.54;14.26;11.99;15.68
47.62;1.52;259.09;16.04;14.27;12.61;15.78
42.49;1.48;259.20;16.54;14.29;13.14;15.87
37.51;1.47;259.18;17.19;14.30;13.67;15.96
32.95;1.48;259.33;17.96;14.32;14.20;16.05
29.01;1.54;259.33;18.54;14.33;14.43;16.15
26.10;1.63;259.19;18.70;14.34;14.01;16.26
23.97;1.77;258.84;18.44;14.37;13.06;16.36
22.42;1.91;258.42;18.10;14.40;11.87;16.46
21.30;2.03;258.06;17.38;14.43;10.82;16.55
20.81;2.10;257.71;16.69;14.47;10.11;16.62
20.51;2.14;257.45;16.22;14.50;9.86;16.68
20.19;2.17;257.30;15.67;14.53;9.85;16.73
19.69;2.19;257.21;15.61;14.57;9.90;16.78
18.75;2.24;257.05;15.48;14.60;9.98;16.83
17.01;2.33;256.89;15.31;14.63;9.79;16.87
14.99;2.45;256.73;15.54;14.66;9.49;16.91
13.18;2.59;256.53;15.28;14.68;9.01;16.93
11.86;2.75;256.19;14.50;14.69;8.46;16.95
11.26;2.92;255.71;12.92;14.70;7.80;16.97
11.31;3.05;255.20;11.58;14.70;7.32;16.98
11.63;3.11;255.03;11.12;14.69;7.17;16.98
12.42;3.09;254.93;11.21;14.69;7.28;16.98
14.31;2.98;254.77;11.80;14.70;7.53;16.99
17.15;2.81;254.76;13.09;14.70;7.85;17.00
20.22;2.65;254.72;14.48;14.71;8.33;17.00
23.11;2.54;254.47;14.50;14.71;8.65;17.00
25.54;2.44;254.13;14.49;14.72;9.16;17.01
27.12;2.34;253.99;14.68;14.72;9.89;17.02
27.90;2.23;253.94;15.42;14.72;10.83;17.03
28.02;2.14;253.80;15.82;14.72;11.49;17.04
27.66;2.11;253.43;15.66;14.72;11.38;17.05
27.02;2.12;252.98;15.53;14.73;10.89;17.05
25.78;2.14;252.76;15.53;14.74;10.59;17.05
24.10;2.19;252.49;15.82;14.74;10.40;17.05
22.15;2.25;252.54;16.61;14.74;10.42;17.04
20.23;2.32;252.63;17.72;14.75;10.56;17.03
18.68;2.40;252.69;18.77;14.74;10.67;17.02
17.63;2.48;252.95;20.32;14.74;10.97;17.00
17.01;2.56;253.32;22.39;14.72;11.76;16.98
15.58;2.64;254.09;24.97;14.71;13.06;16.94
13.02;2.77;254.38;26.66;14.67;14.20;16.88
11.15;2.91;254.55;27.76;14.61;15.07;16.81
125.70;2.01;263.22;25.69;14.06;10.75;15.50
124.23;2.07;262.44;23.16;14.06;9.69;15.38
121.56;2.10;261.19;19.33;14.08;8.63;14.97
117.82;2.12;260.46;16.59;14.11;8.18;14.58
113.85;2.11;260.25;15.21;14.13;8.41;14.31
111.08;2.08;260.38;14.90;14.13;9.03;14.16
108.21;2.04;260.56;15.08;14.13;9.74;14.12
104.94;2.00;260.53;15.17;14.14;10.29;14.17
101.51;1.98;260.46;15.52;14.16;10.60;14.28
97.93;1.98;260.32;15.79;14.18;10.68;14.43
94.28;2.00;260.18;15.98;14.21;10.62;14.60
90.27;2.02;260.00;16.07;14.23;10.41;14.78
86.02;2.02;259.74;15.77;14.25;10.14;14.95
81.35;2.00;259.60;15.48;14.26;10.07;15.10
76.21;1.95;259.58;15.32;14.27;10.26;15.24
70.90;1.87;259.40;15.18;14.28;10.58;15.37
65.48;1.79;259.30;15.07;14.29;10.90;15.50
60.08;1.70;259.16;15.34;14.31;11.47;15.62
54.55;1.62;259.35;15.90;14.32;12.33;15.73
48.59;1.58;259.48;16.58;14.33;13.07;15.84
42.47;1.56;259.52;17.15;14.34;13.72;15.93
36.75;1.58;259.62;17.77;14.36;14.19;16.03
31.70;1.64;259.63;18.37;14.37;14.40;16.13
27.67;1.75;259.47;18.19;14.38;13.76;16.23
24.31;1.90;259.17;17.97;14.39;12.62;16.34
21.43;2.06;258.86;17.65;14.42;11.29;16.45
18.66;2.21;258.53;17.33;14.45;10.10;16.56
16.36;2.34;258.08;16.89;14.48;9.10;16.64
14.90;2.42;257.70;16.15;14.51;8.41;16.72
14.31;2.48;257.31;15.27;14.54;7.92;16.78
14.02;2.53;257.03;14.53;14.57;7.60;16.83
13.81;2.57;256.81;14.00;14.61;7.48;16.89
13.36;2.62;256.61;13.64;14.64;7.46;16.94
12.45;2.69;256.42;13.43;14.68;7.31;16.98
11.42;2.78;256.34;13.38;14.71;7.02;17.02
10.50;2.87;256.02;13.33;14.73;6.76;17.04
9.73;2.96;255.85;12.96;14.74;6.55;17.06
9.43;3.07;255.40;11.84;14.74;6.36;17.07
9.60;3.17;255.10;10.86;14.74;6.30;17.07
9.94;3.23;254.91;10.24;14.75;6.36;17.07
10.39;3.23;254.81;10.41;14.75;6.56;17.06
11.35;3.16;254.84;10.92;14.75;6.91;17.06
13.36;3.03;254.63;11.51;14.76;7.21;17.06
16.21;2.87;254.65;12.80;14.76;7.62;17.06
19.27;2.73;254.48;13.50;14.76;7.96;17.06
21.84;2.63;254.25;13.50;14.76;8.31;17.07
23.70;2.54;254.00;13.81;14.77;8.81;17.08
24.79;2.44;253.96;14.60;14.77;9.52;17.09
25.30;2.33;253.83;15.35;14.77;10.34;17.09
25.28;2.26;253.68;15.64;14.77;10.86;17.10
24.80;2.26;253.25;15.57;14.77;10.80;17.10
23.86;2.27;252.95;15.76;14.77;10.57;17.11
22.30;2.30;252.68;16.10;14.77;10.40;17.10
20.23;2.34;252.68;17.02;14.77;10.47;17.09
18.46;2.39;252.74;18.14;14.77;10.55;17.09
17.41;2.42;253.02;19.09;14.76;10.78;17.07
16.74;2.50;253.27;20.89;14.76;11.19;17.05
16.00;2.62;253.56;23.20;14.75;12.19;17.02
13.88;2.75;254.19;25.41;14.73;13.55;16.98
11.23;2.87;254.42;27.08;14.69;14.72;16.93
125.00;1.99;264.42;26.29;14.07;10.78;15.27
123.02;1.99;263.89;25.31;14.08;10.55;15.18
118.88;2.01;262.69;21.97;14.11;9.76;14.69
113.58;2.06;261.18;17.63;14.15;8.82;14.29
109.46;2.07;260.59;15.19;14.15;8.73;14.04
107.10;2.04;260.72;14.44;14.15;9.21;13.94
104.23;1.99;260.77;14.47;14.16;9.85;13.98
101.14;1.94;260.94;14.87;14.18;10.47;14.10
98.31;1.92;260.81;15.18;14.20;10.83;14.27
95.34;1.92;260.72;15.33;14.22;10.94;14.46
92.11;1.95;260.46;15.40;14.24;10.87;14.66
88.73;1.97;260.29;15.34;14.27;10.68;14.86
85.42;1.98;260.00;15.64;14.29;10.39;15.04
81.68;1.97;259.89;15.42;14.31;10.29;15.19
77.40;1.92;259.86;15.51;14.32;10.58;15.33
72.42;1.86;259.93;15.66;14.33;11.06;15.45
67.01;1.79;259.57;15.28;14.34;11.32;15.58
60.92;1.74;259.51;15.58;14.36;11.86;15.70
54.38;1.69;259.63;16.12;14.37;12.64;15.81
47.40;1.68;259.78;16.72;14.38;13.48;15.91
40.57;1.70;259.98;17.54;14.40;13.97;16.01
34.61;1.77;259.93;18.07;14.42;14.03;16.11
29.94;1.87;259.83;18.34;14.43;13.37;16.22
26.08;2.03;259.45;18.00;14.44;11.87;16.33
22.42;2.20;259.09;17.48;14.45;10.25;16.44
18.76;2.36;258.82;17.25;14.48;8.92;16.56
15.15;2.49;258.51;17.15;14.51;8.08;16.66
12.17;2.58;258.21;16.81;14.53;7.51;16.75
10.27;2.65;257.81;16.49;14.55;7.18;16.82
9.24;2.71;257.53;15.84;14.58;6.86;16.88
8.82;2.76;257.21;15.04;14.61;6.53;16.94
8.70;2.82;256.85;14.07;14.65;6.23;17.00
8.59;2.87;256.52;13.14;14.69;5.98;17.05
8.33;2.93;256.29;12.62;14.73;5.67;17.09
7.96;2.99;255.96;12.23;14.76;5.44;17.12
7.61;3.05;255.79;11.87;14.78;5.28;17.14
7.18;3.10;255.62;11.80;14.79;5.27;17.15
7.04;3.17;255.37;11.20;14.80;5.35;17.15
7.37;3.24;254.98;10.37;14.80;5.44;17.14
7.84;3.30;254.77;9.94;14.80;5.66;17.14
8.27;3.32;254.71;9.97;14.80;5.91;17.13
8.77;3.30;254.63;10.37;14.80;6.22;17.12
9.63;3.22;254.60;10.78;14.80;6.55;17.12
11.32;3.10;254.46;11.63;14.81;6.91;17.12
13.76;2.97;254.56;12.76;14.81;7.32;17.12
16.43;2.86;254.27;12.97;14.81;7.51;17.13
18.55;2.79;254.05;12.88;14.81;7.64;17.13
20.00;2.72;253.74;13.21;14.82;8.00;17.14
20.87;2.63;253.75;13.84;14.82;8.58;17.15
21.14;2.55;253.53;14.49;14.82;9.14;17.15
20.97;2.51;253.37;14.87;14.82;9.55;17.15
20.28;2.50;253.03;15.13;14.82;9.76;17.15
19.15;2.51;252.82;15.67;14.81;9.86;17.15
17.65;2.53;252.74;16.51;14.81;9.99;17.14
16.46;2.52;252.77;17.63;14.81;10.22;17.14
16.05;2.49;252.99;19.39;14.80;10.62;17.12
15.79;2.51;253.45;21.54;14.79;11.23;17.10
14.98;2.62;253.85;24.13;14.78;12.44;17.07
12.89;2.77;254.35;26.20;14.76;13.71;17.03
124.80;2.06;259.81;21.36;14.08;7.75;15.09
121.97;1.99;263.64;25.54;14.10;10.00;14.92
115.47;1.96;263.76;24.63;14.15;10.61;14.37
108.98;2.01;262.08;19.44;14.17;9.54;13.97
104.75;2.02;261.16;15.81;14.17;9.17;13.77
101.91;2.00;261.06;14.84;14.17;9.45;13.75
99.15;1.94;261.25;14.93;14.18;10.10;13.88
96.67;1.90;261.33;15.43;14.21;10.77;14.08
